Ch1_X	Ch1_Y	Ch1_Z	Ch1_phi	Ch1_theta	Ch1_RMS	Ch1_Extra	Ch2_X	Ch2_Y	Ch2_Z	Ch2_phi	Ch2_theta	Ch2_RMS	Ch2_Extra	Ch3_X	Ch3_Y	Ch3_Z	Ch3_phi	Ch3_theta	Ch3_RMS	Ch3_Extra	Ch4_X	Ch4_Y	Ch4_Z	Ch4_phi	Ch4_theta	Ch4_RMS	Ch4_Extra	Ch5_X	Ch5_Y	Ch5_Z	Ch5_phi	Ch5_theta	Ch5_RMS	Ch5_Extra	Ch6_X	Ch6_Y	Ch6_Z	Ch6_phi	Ch6_theta	Ch6_RMS	Ch6_Extra	Ch7_X	Ch7_Y	Ch7_Z	Ch7_phi	Ch7_theta	Ch7_RMS	Ch7_Extra	Ch8_X	Ch8_Y	Ch8_Z	Ch8_phi	Ch8_theta	Ch8_RMS	Ch8_Extra	Ch9_X	Ch9_Y	Ch9_Z	Ch9_phi	Ch9_theta	Ch9_RMS	Ch9_Extra	Ch10_X	Ch10_Y	Ch10_Z	Ch10_phi	Ch10_theta	Ch10_RMS	Ch10_Extra	Ch11_X	Ch11_Y	Ch11_Z	Ch11_phi	Ch11_theta	Ch11_RMS	Ch11_Extra	Ch12_X	Ch12_Y	Ch12_Z	Ch12_phi	Ch12_theta	Ch12_RMS	Ch12_Extra	Ch13_X	Ch13_Y	Ch13_Z	Ch13_phi	Ch13_theta	Ch13_RMS	Ch13_Extra	Ch14_X	Ch14_Y	Ch14_Z	Ch14_phi	Ch14_theta	Ch14_RMS	Ch14_Extra	Ch15_X	Ch15_Y	Ch15_Z	Ch15_phi	Ch15_theta	Ch15_RMS	Ch15_Extra	Ch16_X	Ch16_Y	Ch16_Z	Ch16_phi	Ch16_theta	Ch16_RMS	Ch16_Extra
78.54	1.69	-15.32	116.13	28.05	3.54	0.00	66.86	0.01	-12.87	111.00	-19.28	1.79	0.00	58.73	-1.28	-9.77	96.81	-18.05	4.80	0.00	90.45	7.48	-32.89	-39.44	22.96	4.52	0.00	90.30	8.50	-5.64	92.58	-14.99	2.99	0.00	104.20	3.92	-5.46	82.27	11.76	2.77	0.00	102.31	6.47	-33.85	94.87	6.50	2.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.71	64.16	17.58	16.75	80.80	11.02	0.00	-22.88	-90.40	16.39	4.32	4.59	3.89	0.00	96.49	-1.22	54.59	104.56	22.87	1.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.55	1.68	-15.33	116.14	28.07	3.37	0.00	66.86	0.01	-12.87	111.00	-19.27	1.76	0.00	58.73	-1.28	-9.78	96.82	-18.04	4.48	0.00	90.45	7.47	-32.89	-39.44	22.96	4.36	0.00	90.30	8.50	-5.64	92.59	-14.99	3.14	0.00	104.21	3.93	-5.47	82.27	11.76	2.63	0.00	102.30	6.47	-33.85	94.87	6.51	2.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.71	64.16	17.58	16.76	80.80	10.92	0.00	-22.88	-90.40	16.39	4.32	4.59	3.87	0.00	96.49	-1.22	54.60	104.55	22.87	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.56	1.68	-15.34	116.16	28.08	3.51	0.00	66.85	0.02	-12.86	111.00	-19.25	1.92	0.00	58.74	-1.26	-9.80	96.82	-18.03	4.45	0.00	90.47	7.48	-32.90	-39.45	22.96	4.49	0.00	90.30	8.50	-5.64	92.59	-14.99	3.39	0.00	104.23	3.93	-5.48	82.28	11.77	2.88	0.00	102.30	6.46	-33.86	94.87	6.51	2.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.71	64.16	17.58	16.77	80.80	10.93	0.00	-22.88	-90.40	16.39	4.32	4.59	3.83	0.00	96.49	-1.22	54.60	104.55	22.87	1.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.55	1.68	-15.35	116.17	28.10	3.79	0.00	66.84	0.02	-12.85	111.00	-19.23	1.64	0.00	58.76	-1.25	-9.81	96.81	-18.02	4.66	0.00	90.50	7.49	-32.91	-39.46	22.96	4.21	0.00	90.30	8.50	-5.64	92.59	-14.99	3.31	0.00	104.25	3.93	-5.48	82.28	11.77	2.90	0.00	102.31	6.46	-33.87	94.87	6.51	2.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.71	64.16	17.57	16.77	80.80	11.45	0.00	-22.88	-90.40	16.39	4.32	4.59	3.72	0.00	96.49	-1.22	54.60	104.55	22.87	1.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.54	1.69	-15.36	116.18	28.11	3.89	0.00	66.82	0.02	-12.84	110.99	-19.21	1.79	0.00	58.76	-1.25	-9.82	96.80	-18.01	4.41	0.00	90.50	7.50	-32.91	-39.46	22.96	4.47	0.00	90.30	8.50	-5.64	92.59	-14.99	3.02	0.00	104.25	3.92	-5.48	82.28	11.76	2.47	0.00	102.33	6.45	-33.88	94.87	6.51	2.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.16	17.57	16.78	80.80	11.09	0.00	-22.88	-90.40	16.39	4.32	4.59	3.88	0.00	96.49	-1.22	54.60	104.55	22.87	1.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.53	1.70	-15.36	116.19	28.12	3.80	0.00	66.80	0.01	-12.83	110.99	-19.20	1.94	0.00	58.76	-1.27	-9.80	96.80	-18.00	4.66	0.00	90.49	7.50	-32.90	-39.45	22.95	4.60	0.00	90.30	8.50	-5.64	92.59	-14.99	2.96	0.00	104.23	3.91	-5.47	82.27	11.76	2.56	0.00	102.34	6.45	-33.88	94.88	6.51	2.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.16	17.57	16.79	80.80	10.63	0.00	-22.88	-90.40	16.39	4.32	4.59	4.00	0.00	96.49	-1.22	54.60	104.55	22.87	1.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.53	1.71	-15.35	116.20	28.13	3.78	0.00	66.81	-0.01	-12.83	110.97	-19.19	1.77	0.00	58.74	-1.29	-9.77	96.80	-17.99	4.76	0.00	90.47	7.49	-32.89	-39.44	22.95	4.05	0.00	90.30	8.51	-5.64	92.58	-14.99	2.88	0.00	104.22	3.91	-5.47	82.26	11.76	2.64	0.00	102.34	6.46	-33.88	94.88	6.51	2.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.57	16.80	80.80	10.77	0.00	-22.88	-90.40	16.39	4.32	4.59	3.70	0.00	96.49	-1.22	54.60	104.55	22.87	1.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.54	1.70	-15.34	116.21	28.14	3.85	0.00	66.83	0.00	-12.84	110.96	-19.17	2.41	0.00	58.73	-1.30	-9.75	96.80	-17.98	4.21	0.00	90.45	7.48	-32.88	-39.44	22.95	4.43	0.00	90.29	8.51	-5.64	92.58	-14.99	3.04	0.00	104.20	3.92	-5.47	82.25	11.76	2.48	0.00	102.32	6.47	-33.88	94.88	6.51	2.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.57	16.80	80.79	10.91	0.00	-22.88	-90.39	16.39	4.32	4.59	3.87	0.00	96.49	-1.22	54.60	104.55	22.87	1.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.55	1.70	-15.34	116.22	28.15	3.84	0.00	66.86	0.01	-12.86	110.95	-19.15	2.22	0.00	58.74	-1.29	-9.76	96.80	-17.97	4.34	0.00	90.45	7.48	-32.87	-39.44	22.95	4.46	0.00	90.29	8.51	-5.64	92.58	-14.99	3.12	0.00	104.20	3.93	-5.47	82.25	11.77	2.58	0.00	102.30	6.47	-33.88	94.87	6.51	2.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.57	16.81	80.79	11.03	0.00	-22.88	-90.39	16.39	4.32	4.59	4.18	0.00	96.49	-1.22	54.59	104.55	22.87	1.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.54	1.69	-15.35	116.23	28.16	3.72	0.00	66.87	0.02	-12.87	110.94	-19.14	1.66	0.00	58.75	-1.27	-9.77	96.79	-17.96	4.22	0.00	90.45	7.49	-32.88	-39.45	22.96	3.97	0.00	90.29	8.51	-5.64	92.58	-14.99	2.82	0.00	104.20	3.93	-5.47	82.26	11.77	2.47	0.00	102.28	6.47	-33.88	94.87	6.50	2.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.57	16.81	80.79	11.08	0.00	-22.88	-90.39	16.39	4.32	4.59	4.00	0.00	96.49	-1.22	54.59	104.55	22.87	1.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.52	1.68	-15.37	116.23	28.17	3.39	0.00	66.87	0.02	-12.87	110.94	-19.13	2.27	0.00	58.75	-1.27	-9.78	96.79	-17.94	4.12	0.00	90.44	7.51	-32.90	-39.45	22.96	4.55	0.00	90.29	8.51	-5.64	92.58	-14.99	3.21	0.00	104.20	3.94	-5.46	82.26	11.78	2.49	0.00	102.27	6.47	-33.88	94.87	6.50	2.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.57	16.81	80.79	11.22	0.00	-22.88	-90.39	16.39	4.32	4.59	3.83	0.00	96.49	-1.22	54.59	104.55	22.87	1.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.51	1.68	-15.38	116.23	28.19	3.23	0.00	66.85	0.01	-12.87	110.94	-19.12	2.02	0.00	58.75	-1.28	-9.78	96.78	-17.93	4.70	0.00	90.44	7.51	-32.91	-39.44	22.95	4.65	0.00	90.29	8.51	-5.63	92.58	-14.99	3.52	0.00	104.21	3.93	-5.46	82.25	11.78	2.78	0.00	102.28	6.46	-33.89	94.87	6.50	2.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.57	16.81	80.79	11.17	0.00	-22.88	-90.39	16.39	4.32	4.59	4.01	0.00	96.49	-1.22	54.59	104.55	22.87	1.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.50	1.68	-15.39	116.24	28.21	3.65	0.00	66.82	-0.01	-12.86	110.93	-19.12	1.51	0.00	58.73	-1.29	-9.78	96.77	-17.92	4.37	0.00	90.45	7.51	-32.91	-39.44	22.95	4.14	0.00	90.29	8.51	-5.63	92.58	-14.99	3.19	0.00	104.22	3.92	-5.46	82.24	11.78	2.83	0.00	102.29	6.46	-33.89	94.88	6.50	2.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.57	16.81	80.79	10.91	0.00	-22.88	-90.39	16.39	4.32	4.59	3.95	0.00	96.49	-1.22	54.59	104.55	22.87	1.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.51	1.69	-15.39	116.24	28.22	3.82	0.00	66.81	-0.03	-12.85	110.93	-19.12	1.83	0.00	58.73	-1.30	-9.78	96.77	-17.91	4.14	0.00	90.46	7.50	-32.91	-39.44	22.95	4.41	0.00	90.29	8.51	-5.63	92.58	-14.99	3.09	0.00	104.22	3.92	-5.45	82.24	11.77	2.79	0.00	102.30	6.46	-33.90	94.87	6.50	2.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.57	16.81	80.79	11.07	0.00	-22.88	-90.39	16.39	4.32	4.59	3.72	0.00	96.49	-1.22	54.59	104.55	22.87	1.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.52	1.70	-15.38	116.25	28.23	3.74	0.00	66.81	-0.03	-12.85	110.93	-19.12	1.86	0.00	58.74	-1.29	-9.78	96.77	-17.91	4.66	0.00	90.47	7.49	-32.90	-39.45	22.95	4.56	0.00	90.29	8.51	-5.63	92.57	-14.98	3.13	0.00	104.22	3.92	-5.45	82.24	11.77	2.59	0.00	102.30	6.47	-33.89	94.86	6.50	2.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.57	16.81	80.79	11.18	0.00	-22.88	-90.39	16.39	4.32	4.59	3.95	0.00	96.49	-1.22	54.59	104.55	22.87	1.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.52	1.70	-15.38	116.25	28.23	4.05	0.00	66.82	-0.02	-12.86	110.93	-19.11	2.07	0.00	58.75	-1.28	-9.78	96.77	-17.90	4.45	0.00	90.46	7.48	-32.89	-39.45	22.96	4.35	0.00	90.29	8.51	-5.63	92.57	-14.98	3.24	0.00	104.22	3.92	-5.45	82.24	11.77	2.66	0.00	102.30	6.48	-33.88	94.86	6.49	2.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.57	16.81	80.79	11.13	0.00	-22.88	-90.39	16.39	4.32	4.59	4.00	0.00	96.49	-1.22	54.59	104.55	22.87	1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
